"Player","League","Team","Position","Age","Market value","Contract expires","Matches played","Minutes played","Goals","xG","Assists","xA","Birth country","Foot","Height","On loan","Successful defensive actions per 90","Defensive duels per 90","Defensive duels won, %","Aerial duels per 90","Aerial duels won, %","Shots blocked per 90","PAdj Interceptions","Non-penalty goals per 90","xG per 90","Head goals per 90","Shots","Shots per 90","Shots on target, %","Goal conversion, %","Crosses per 90","Accurate crosses, %","Dribbles per 90","Successful dribbles, %","Offensive duels per 90","Offensive duels won, %","Touches in box per 90","Progressive runs per 90","Accelerations per 90","Passes per 90","Accurate passes, %","Forward passes per 90","Accurate forward passes, %","Long passes per 90","Accurate long passes, %","xA per 90","Smart passes per 90","Key passes per 90","Passes to final third per 90","Accurate passes to final third, %","Passes to penalty area per 90","Accurate passes to penalty area, %","Deep completions per 90","Progressive passes per 90","Accurate progressive passes, %","Conceded goals per 90","Shots against per 90","Save rate, %","xG against per 90","Prevented goals","Prevented goals per 90","Exits per 90"
"O. Goodman","England 4.","AFC Wimbledon","GK","22","500000","2026-06-30","49","4824","0","0","0","0","England","left","193","yes","1.47","0.09","80","0.15","87.5","0","1.96","0","0","0","0","0","0","0","0","0","0","0","0.04","100","0","0","0","17.89","77.79","12.87","70.14","10.84","65.75","0","0","0","5.62","61.79","0.32","5.88","0.02","7.91","85.85","0.65","2.57","74.64","0.73","4.03","0.075","0.93"
"J. Neufville","England 4.","AFC Wimbledon","RWB","25","275000","2028-06-30","49","4702","5","3.74","5","4.6","England","right","183","no","6.55","4.88","63.14","2.2","45.22","0.06","4.62","0.1","0.07","0","37","0.71","35.14","13.514","3.6","39.89","4.19","63.01","7.27","44.74","1.82","2.05","0.27","24.14","67.25","6.72","49.86","2.89","41.06","0.09","0.02","0.44","2.45","45.31","2.93","48.37","0.57","5.3","61.01","","","0","0","","",""
"A. Smith","England 4.","AFC Wimbledon","LCMF, RCMF, DMF","26","250000","2027-06-30","48","4656","6","4.46","2","1.62","England","right","193","no","8.18","5.35","70.76","3.27","53.85","0.21","5.97","0.12","0.09","0","58","1.12","32.76","10.345","0.43","22.73","0.68","57.14","4.85","35.46","1.01","0.29","0","36.44","79.73","11.44","60.14","3.6","39.25","0.03","0.21","0.14","5.97","65.37","1.26","44.62","0.56","5.43","65.48","","","0","0","","",""
"M. Platt","England 4.","Notts County","CB","28","275000","2026-06-30","47","4655","2","1.82","0","0.5","England","right","188","no","8.55","4.66","72.2","5.78","68.23","0.46","8.39","0.04","0.04","0","15","0.29","46.67","13.333","0.12","50","0.15","62.5","1.45","46.67","0.48","0.91","0","62.87","88.65","21.81","75.8","5.9","47.21","0.01","0","0.06","5.84","56.62","0.52","25.93","0.19","7.39","59.16","","","0","0","","",""
"T. Allen","England 4.","Walsall","LCB","25","125000","2026-06-30","48","4637","10","4.31","6","7.05","England","left","178","no","6.48","4.25","69.41","3.71","52.36","0.16","4.35","0.16","0.08","0.02","53","1.03","37.74","18.868","2.08","31.78","1.38","57.75","2.97","49.67","0.8","1.36","0.12","34.45","68.51","19.37","61.02","9.53","41.14","0.14","0.02","0.31","8.33","49.65","2.62","41.48","0.5","10.17","65.84","","","0","0","","",""
"M. Macey","England 4.","Colchester United","GK","31","250000","2026-06-30","46","4628","0","0","0","0","England","right","201","no","1.3","0.06","100","0.29","93.33","0","1.82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18.84","83.69","8.75","67.56","6.22","55.63","0","0","0","2.39","51.22","0.12","0","0","4.71","70.25","0.91","3.07","70.25","0.99","3.74","0.073","1.48"
"F. Marschall","England 4.","Crewe Alexandra","GK","22","800000","","46","4589","0","0.09","0","0.11","England","right","195","no","1.14","0.08","25","0.63","90.63","0","1.7","0","0","0","1","0.02","0","0","0","0","0.02","100","0.16","75","0.02","0","0","22.14","82.91","12.83","72.63","9.65","63.21","0","0","0","3.14","61.25","0.2","10","0.04","7.77","73.48","0.94","3.24","70.91","1.03","4.31","0.085","1.41"
"S. Walker","England 4.","Bradford City","GK","34","125000","2027-06-30","46","4574","0","0","0","0","England","right","196","no","1.61","0","0","0.41","95.24","0","2.39","0","0","0","0","0","0","0","0","0","0","0","0.1","100","0","0","0","16.08","81.4","11","75.31","8.89","70.13","0","0","0","3.07","60.9","0.14","28.57","0.04","7.3","82.48","0.89","3.03","70.78","0.95","3.51","0.069","1.73"
"L. McGee","England 4.","Tranmere Rovers","GK","30","200000","2027-06-30","46","4560","0","0","0","0","England","right","193","no","1.64","0.14","42.86","0.41","90.48","0.02","2.26","0","0","0","0","0","0","0","0","0","0.04","50","0.18","77.78","0","0","0","23.31","81.96","16.05","75.15","13.62","70.58","0","0","0","7.22","65.3","0.28","14.29","0.14","10.24","90.17","1.26","3.57","64.64","1.18","-4.27","-0.084","1.36"
"T. Sharman-Lowe","England 4.","Doncaster Rovers","GK","22","300000","2028-06-30","46","4546","0","0","0","0.33","England","right","189","no","1.82","0.06","100","0.49","96","0","2.65","0","0","0","0","0","0","0","0","0","0.04","100","0.18","88.89","0.02","0","0","22.27","86.76","10.71","74.49","7.64","66.32","0.01","0","0.02","4.53","61.14","0.51","15.38","0.12","5.72","84.78","0.99","2.89","65.75","0.93","-2.91","-0.058","1.88"
"L. Gordon","England 4.","Walsall","LWB, LB","26","250000","2027-06-30","47","4535","3","3.4","1","2.48","England","left","183","no","6.33","4.27","61.4","2.8","34.75","0.2","4.82","0.06","0.07","0","38","0.75","34.21","7.895","3.1","21.15","3.61","61.54","6.57","48.34","1.45","2.66","0.36","27.86","70.3","10.14","60.86","3.67","47.03","0.05","0.12","0.32","3.89","62.24","2.8","34.04","0.56","6.19","68.91","","","0","0","","",""
"O. Bailey","England 4.","Doncaster Rovers","RDMF, RCB","27","300000","2027-06-30","46","4517","5","5.23","4","3.26","England","right","180","no","7.61","5.08","67.84","6.79","53.67","0.48","6.11","0.1","0.1","0.06","43","0.86","25.58","11.628","0.5","40","0.78","43.59","3.83","42.19","1.69","0.56","0.08","33.37","79.94","12.91","64.81","3.71","54.84","0.07","0.08","0.26","5.58","63.93","1.16","60.34","0.66","7.07","64.79","","","0","0","","",""
"J. Bedeau","England 4.","Notts County","LCB","26","325000","2027-06-30","46","4494","0","1.63","3","1.96","England","left","182","no","8.03","5.35","65.17","4.85","49.59","0.66","7.38","0","0.03","0","10","0.2","40","0","1.3","20","0.96","68.75","3.14","41.4","0.78","1.94","0.36","55.65","81.68","26.86","73.08","5.61","36.43","0.04","0.08","0.18","8.09","66.09","1.64","40.24","0.58","10.97","66.42","","","0","0","","",""
"G. Smith","England 4.","Bromley","GK","32","0","2026-06-30","45","4477","0","0","0","0","England","left","185","no","1.81","0.04","0","0.32","81.25","0","2.41","0","0","0","0","0","0","0","0","0","0.06","66.67","0.14","71.43","0","0","0","19.26","75.26","16.48","71.71","15.38","70.98","0","0","0.02","8.72","68.89","0.32","6.25","0.02","11.82","89.63","1.17","4.16","71.98","1.22","2.81","0.056","1.39"
"W. Wright","England 4.","Swindon Town","RCB, CB","28","275000","","46","4468","7","3.27","3","5.61","England","right","191","no","8.42","4.33","69.3","4.33","52.56","0.46","8.09","0.12","0.07","0","38","0.77","36.84","18.421","1.53","40.79","0.32","62.5","1.29","37.5","0.36","0.99","0.12","45.32","78.13","20.87","65.64","7.8","47.29","0.11","0.14","0.16","8.54","59.91","2.48","46.34","0.58","11.42","67.9","","","0","0","","",""
"D. Okagbue","England 4.","Walsall","RCB, CB","22","125000","2029-06-30","47","4446","2","3.55","4","2.07","Republic of Ireland","right","184","no","8.16","4.7","70.26","6.96","57.56","0.53","6.21","0.04","0.07","0","19","0.38","26.32","10.526","0.18","66.67","0.04","50","0.63","35.48","0.81","0.22","0.02","26.82","71.77","14.88","63.54","7.31","45.98","0.04","0.02","0.12","6.32","55.13","0.89","38.64","0.28","8.2","65.19","","","0","0","","",""
"E. Iandolo","England 4.","Colchester United","LB, LCB","28","125000","2026-06-30","44","4397","1","0.96","2","2.33","England","left","178","no","9.25","5.87","57.49","5.14","52.59","0.27","8.17","0.02","0.02","0","27","0.55","33.33","3.704","2.01","36.73","1","53.06","3.89","40.53","0.74","1.41","0.14","45.01","74.12","22.92","63.75","7.18","42.17","0.05","0.12","0.16","9.27","62.25","2.97","45.52","0.68","12.55","70.15","","","0","0","","",""
"A. O'Connor","England 4.","Harrogate Town","RCB, CB","33","200000","2027-06-30","45","4396","1","2.08","1","1.31","Republic of Ireland","right","188","no","11.59","4.42","78.24","7.94","66.24","0.96","10.02","0.02","0.04","0","19","0.39","15.79","5.263","0.08","75","0.18","55.56","0.92","44.44","0.57","0.31","0","31.86","76.8","16.01","62.28","7.04","51.16","0.03","0","0.08","4.97","53.09","0.57","32.14","0.25","7.76","57.26","","","0","0","","",""
"C. Hall","England 4.","Port Vale","LCB","32","175000","2026-06-30","44","4369","0","2.58","1","0.92","England","left","193","no","9.81","4.88","73","6.37","59.55","0.49","8.58","0","0.05","0","26","0.54","26.92","0","0.87","42.86","0.37","66.67","1.22","50.85","0.95","1.11","0.16","44.17","76.03","25.26","66.97","9.83","48.43","0.02","0.04","0.04","8.71","56.26","1.52","35.14","0.41","12.65","68.24","","","0","0","","",""
"J. Belshaw","England 4.","Harrogate Town","GK","35","100000","2027-06-30","45","4335","0","0","1","0.85","England","right","191","no","1.22","0.02","100","0.44","100","0.04","1.47","0","0","0","0","0","0","0","0","0","0.08","100","0.1","100","0.02","0.06","0","20.76","77.6","16.11","72.55","14.39","69.7","0.02","0","0.04","6.91","67.27","0.35","29.41","0.19","11.23","85.58","1.2","4.11","70.71","1.13","-3.75","-0.078","1.66"
"R. Stirk","England 4.","Walsall","DMF, LCMF","25","275000","","47","4324","1","2.1","3","1.57","England","left","178","no","8.14","6.24","62.33","3.02","42.76","0.25","5.39","0.02","0.04","0","44","0.92","18.18","2.273","0.48","17.39","0.5","54.17","2.56","39.02","0.42","0.23","0.02","35.2","79.18","12.7","63.11","5.25","44.84","0.03","0.06","0.17","6.33","56.25","1.54","44.59","0.6","6.1","64.85","","","0","0","","",""
"N. Townsend","England 4.","Newport County","GK","31","175000","","43","4304","0","0","0","0.05","England","right","181","no","1.34","0.08","100","0.69","78.79","0","1.69","0","0","0","0","0","0","0","0","0","0.02","100","0.13","83.33","0","0","0","21.64","74.98","14.37","64.77","13.07","60.8","0","0","0.02","4.91","49.79","0.38","0","0","9.54","75.88","1.46","4.64","68.47","1.41","-2.65","-0.055","2.09"
"J. Turnbull","England 4.","Tranmere Rovers","LCB, CB","31","275000","2027-06-30","44","4291","1","1.78","1","0.22","England","left","185","no","8.35","4.99","76.05","7.32","62.18","0.44","6.34","0.02","0.04","0.02","12","0.25","16.67","8.333","0.27","30.77","0.06","0","1.01","29.17","0.76","0.25","0.06","33.16","79.44","17.18","70.45","5.5","49.62","0","0","0.04","4.51","57.67","0.65","29.03","0.17","7.22","65.41","","","0","0","","",""
"T. Simkin","England 4.","Walsall","GK","21","0","2028-06-30","43","4255","0","0","0","0.5","England","right","0","no","2.12","0.06","66.67","0.3","85.71","0","2.72","0","0","0","0","0","0","0","0","0","0.04","0","0.21","70","0","0.02","0","14.32","76.37","10.68","69.9","9.54","66.96","0.01","0.02","0","4.99","63.98","0.4","15.79","0.06","7.3","84.35","0.99","2.81","64.66","0.89","-5.12","-0.108","1.27"
"B. Jackson","England 4.","Barrow","LB, LWB, RWB","25","500000","2027-06-30","45","4239","1","2.22","10","8.35","England","left","180","no","7.28","5.1","63.33","2.44","49.57","0.28","5.26","0.02","0.05","0","51","1.08","25.49","1.961","4.12","24.23","3.65","59.88","5.56","53.44","0.74","1.57","0.15","35.24","63.86","16.56","52.95","7.52","40.11","0.18","0.13","0.28","7.18","45.56","3.76","36.16","0.42","9.41","64.56","","","0","0","","",""
"J. Stott","England 4.","Morecambe","LCB","28","0","2026-11-30","45","4207","3","4.17","0","0.09","England","left","188","no","9.82","6.46","77.48","8.36","56.27","0.88","6.06","0.06","0.09","0.04","17","0.36","52.94","17.647","0.19","44.44","0.09","25","0.51","45.83","0.73","0.36","0.02","30.1","70.93","18.78","62.41","9.13","51.05","0","0","0.02","6.91","52.63","0.45","33.33","0.24","9.9","65.87","","","0","0","","",""
"H. Rodgers","England 4.","Grimsby Town","RCB","29","250000","2028-06-30","44","4199","4","2.65","1","1.28","England","right","189","no","8.32","4.63","72.69","6.37","65.66","0.47","7.28","0.09","0.06","0.02","25","0.54","40","16","0.49","30.43","0.3","57.14","1.48","52.17","0.86","0.34","0.04","30.09","78.06","15.07","66.15","4.5","50.48","0.03","0.02","0.09","3.92","50.27","0.73","32.35","0.21","6.6","63.31","","","0","0","","",""
"R. Smallwood","England 4.","Bradford City","LCMF, DMF, RCMF","35","125000","2026-06-30","43","4165","2","2.8","3","4.38","England","right","180","yes","9.57","6.59","66.89","2.81","54.62","0.35","7.08","0","0.06","0","15","0.32","40","13.333","0.45","57.14","0.32","53.33","2.14","43.43","0.24","0.22","0","44.97","79.48","19.23","66.85","9.36","56.58","0.09","0.09","0.24","9.66","65.32","1.64","55.26","0.8","10.03","73.06","","","0","0","","",""
"E. Archer","England 4.","Cheltenham Town","LAMF, AMF","23","0","2026-06-30","46","4147","7","4","4","4.02","England","","188","no","8.46","6.47","66.11","4.25","28.06","0.09","4.88","0.15","0.09","0","48","1.04","39.58","14.583","2.78","34.38","5.27","55.56","13.54","38.78","1.39","2.28","0.24","22.92","69.79","6.75","51.13","2.43","48.21","0.09","0.11","0.3","2.34","52.78","2.69","41.94","0.43","3.97","67.76","","","0","0","","",""
"D. Hume","England 4.","Grimsby Town","LB, LWB","27","150000","2027-06-30","45","4141","0","1.48","11","7.99","England","left","177","no","6.82","4.93","65.2","2.04","37.23","0.33","5.25","0","0.03","0","28","0.61","10.71","0","3.02","31.65","3.35","64.29","6.52","50.33","0.96","2.26","0.33","34.36","68.88","15.65","60.69","4.87","35.27","0.17","0.33","0.48","6","56.16","3.48","41.88","0.7","9.04","67.55","","","0","0","","",""
"T. Flanagan","England 4.","Colchester United","LCB, RCB, CB","34","100000","2026-06-30","41","4113","0","1.25","0","0.1","England","right","188","no","7.48","4.07","70.97","4.79","62.56","0.63","6.64","0","0.03","0","13","0.28","0","0","0.04","50","0.13","16.67","0.94","58.14","0.48","0.88","0.02","41.71","79.59","21.68","66.5","8.42","45.71","0","0.04","0","6.39","53.08","0.61","17.86","0.18","9.87","62.97","","","0","0","","",""
"A. Gilbey","England 4.","Milton Keynes Dons","AMF, LWF","31","300000","2026-06-30","42","4106","11","10.63","1","2.5","England","right","183","no","5.76","4.91","58.04","3.84","33.14","0.15","4.04","0.24","0.23","0.04","87","1.91","42.53","12.644","0.75","26.47","1.89","51.16","5.74","35.5","2.45","2.24","0.61","32.46","80.76","9.03","58.25","2.06","29.79","0.05","0.33","0.22","3.95","52.22","1.53","45.71","0.68","3.64","66.87","","","0","0","","",""
"M. Palmer","England 4.","Notts County","LCMF, DMF, RCMF","30","175000","2027-06-30","45","4105","0","0.91","3","5.71","England","right","179","no","5.46","4.52","63.11","1.18","29.63","0.22","4.03","0","0.02","0","24","0.53","12.5","0","1.27","34.48","0.72","60.61","3.44","40.76","0.57","2.17","0.04","69.61","91.53","18.61","82.8","3.33","61.84","0.13","0.11","0.15","7.91","83.66","1.45","43.94","0.46","7.26","76.74","","","0","0","","",""
"M. Cheek","England 4.","Bromley","CF","34","0","2026-06-30","45","4095","26","23.83","6","2.56","England","right","186","no","3.01","1.96","56.18","15.41","40.51","0.09","2.55","0.37","0.52","0.11","86","1.89","51.16","30.233","0.24","36.36","0.24","54.55","3.25","25","3.38","0.44","0.15","12.97","62.88","3.91","50","0.68","48.39","0.06","0.07","0.31","1.76","48.75","0.81","51.35","0.7","1.45","60.61","","","0","0","","",""
"M. Baker","England 4.","Newport County","LCB","23","0","2026-06-30","41","4090","4","1.16","0","0.49","England","right","186","no","10.21","6.1","71.12","5.22","51.9","0.81","7.83","0.09","0.03","0.02","6","0.13","66.67","66.667","0.07","33.33","0.46","47.62","1.85","40.48","0.35","0.33","0.04","38.64","86.56","13.44","71.36","4.07","56.22","0.01","0.04","0.04","2.22","59.41","0.22","30","0.07","6.01","50.55","","","0","0","","",""
"M. Conway","England 4.","Crewe Alexandra","LWB, LB","22","0","","46","4078","3","4.24","1","4.28","England","","181","no","9.71","7.26","57.14","4.1","46.77","0.26","8.19","0.07","0.09","0","29","0.64","24.14","10.345","2.58","35.9","4.86","62.73","9.91","48.55","1.99","2.12","0.35","27.23","70.18","10.57","56.37","3.51","37.74","0.09","0.11","0.29","3.6","48.47","2.87","45.38","0.75","6.49","62.93","","","0","0","","",""
"S. Stubbs","England 4.","Cheltenham Town","RCB, LCB","27","250000","2027-06-30","41","4064","2","2.79","0","0.11","England","right","183","no","12.29","6.64","72.67","8.99","67","0.69","9.96","0.04","0.06","0.04","21","0.47","28.57","9.524","0.2","55.56","0.2","77.78","2.61","41.53","0.66","0.2","0","29.72","73.47","15.1","63.64","7.51","53.39","0","0","0.04","5.18","50.43","0.69","32.26","0.13","8.7","57.76","","","0","0","","",""
"L. Molyneux","England 4.","Doncaster Rovers","RAMF","27","300000","2027-06-30","45","4056","16","11.56","12","11.72","England","left","180","no","4.93","4.44","63.5","2.37","30.84","0.07","2.88","0.33","0.26","0","109","2.42","35.78","14.679","4.13","37.1","6.5","56.66","13.27","41.3","2.55","2.62","0.42","25.65","67.99","6.66","50.33","2.77","41.6","0.26","0.2","0.62","3.17","51.05","3.79","49.71","0.91","5.24","73.73","","","0","0","","",""
"E. Khouri","England 4.","Grimsby Town","LCMF, LDMF","23","100000","2026-06-30","46","4033","3","3.11","2","3.04","England","left","179","no","8.37","6.18","62.09","3.37","40.4","0.11","5.57","0.07","0.07","0.02","29","0.65","20.69","10.345","0.89","22.5","1.27","54.39","4.89","42.47","0.78","0.69","0.18","26.04","73.09","10.73","60.5","3.03","44.85","0.07","0.18","0.25","4.8","60","1.72","42.86","0.58","5.45","62.7","","","0","0","","",""
"L. Offord","England 4.","Milton Keynes Dons","RCB, CB","26","275000","","42","4026","3","1.72","0","0.47","England","right","182","no","8.81","6.57","69.39","4.43","50","0.42","6.36","0.07","0.04","0.04","9","0.2","55.56","33.333","0.56","48","0.29","61.54","2.37","40.57","0.36","1.25","0.04","59.58","86.94","23.96","73.97","8.14","43.68","0.01","0.04","0.09","8.11","59.23","1.16","32.69","0.29","9.08","70.44","","","0","0","","",""
"R. Hutton","England 4.","Gillingham","RB, RWB","27","250000","","44","4016","1","1.38","2","3.57","England","right","174","no","5.76","4.68","67.46","1.19","49.06","0.13","3.5","0.02","0.03","0","19","0.43","26.32","5.263","5.11","37.72","3.61","46.58","6.7","38.13","0.76","1.88","0.27","34.33","68.86","13.96","56.5","7.37","44.38","0.08","0.11","0.45","7.6","48.38","5.92","42.42","0.81","9.37","76.08","","","0","0","","",""
"A. Bass","England 4.","Notts County","GK","27","275000","2028-06-30","41","3978","0","0","0","0","England","right","191","no","1.43","0.09","50","0.52","95.65","0","2.32","0","0","0","0","0","0","0","0","0","0.02","100","0.11","100","0","0","0","31.61","82.82","18.67","73.33","11.18","56.28","0","0","0","3.57","46.84","0.34","0","0","7.94","68.95","1","4.03","75.28","1.04","1.88","0.043","2.1"
"Zac Williams","England 4.","Crewe Alexandra","LCB, LB","22","0","2026-05-31","41","3959","1","0.87","1","1.19","Wales","left","182","yes","6.64","4.32","65.79","4.48","46.7","0.3","5.65","0.02","0.02","0","15","0.34","33.33","6.667","1.3","33.33","0.59","61.54","2.18","57.29","0.66","1.55","0.36","34.17","78.11","14.78","64.92","5.52","44.44","0.03","0","0.11","4.57","56.72","1.75","33.77","0.25","6.96","57.19","","","0","0","","",""
"G. Benedict Abbott","England 4.","Notts County","RCMF","20","0","2026-05-31","42","3922","5","5.12","4","3.34","England","right","175","yes","9.71","7","65.57","2.16","41.49","0.32","7.44","0.11","0.12","0","60","1.38","25","8.333","0.85","43.24","1.42","38.71","5.03","37.44","1.65","1.01","0.07","47.18","86.62","12.85","75","1.79","57.69","0.08","0.18","0.34","4.52","79.19","1.7","67.57","1.17","6.17","65.43","","","0","0","","",""
"L. Garbutt","England 4.","Salford City","LCB, LB","32","175000","2027-06-30","41","3915","3","1.95","4","3.18","England","left","180","no","8.51","6.11","57.52","5.52","48.33","0.3","7.53","0.07","0.04","0","39","0.9","43.59","7.692","2.02","39.77","0.8","65.71","2.34","42.16","0.28","1.75","0.39","39.36","75.82","19.49","64.03","7.82","47.06","0.07","0.02","0.14","8.8","59.79","2.34","42.16","0.32","10.74","73.88","","","0","0","","",""
"J. Moon","England 4.","Harrogate Town","LCB","25","300000","2026-06-30","40","3895","3","3.48","0","1.07","England","right","186","no","10.42","6.59","71.93","7.3","48.1","0.97","6.86","0.07","0.08","0.02","14","0.32","28.57","21.429","0.12","40","0.21","88.89","1.11","64.58","0.69","0.35","0","27.36","76.44","14.74","66.46","6.22","55.76","0.02","0","0.07","3.84","60.24","0.44","21.05","0.14","7.23","56.87","","","0","0","","",""
"R. Croasdale","England 4.","Port Vale","RCMF, LCMF","31","275000","2026-06-30","45","3891","4","3.88","4","2.28","England","right","170","no","9.09","6.89","63.09","3.89","45.24","0.35","5.75","0.09","0.09","0","34","0.79","29.41","11.765","0.9","35.9","1.02","38.64","3.54","32.03","1.04","0.58","0.12","35.07","80.15","11.36","64.36","2.89","40","0.05","0.09","0.32","4.93","61.97","1.8","42.31","0.76","5.6","66.94","","","0","0","","",""
"T. Naylor","England 4.","Chesterfield","RCB, RDMF","34","0","2028-06-30","42","3888","4","4.01","4","1.22","England","right","181","no","6.97","4.19","66.3","4.88","52.13","0.42","7.27","0.09","0.09","0.07","30","0.69","36.67","13.333","0.56","16.67","0.39","58.82","2.82","36.89","1.71","1.6","0.14","44.17","83.23","17.59","70.79","4.65","40.3","0.03","0.02","0.14","6.9","60.74","1.02","31.82","0.56","7.52","73.54","","","0","0","","",""
"D. Love","England 4.","Accrington Stanley","RWB, LDMF, RB","31","175000","2028-06-30","41","3864","1","1.39","2","2.73","Scotland","right","178","no","9.34","6.36","62.27","2.84","50","0.3","7.25","0.02","0.03","0.02","21","0.49","33.33","4.762","2.14","30.43","0.58","48","2.1","41.11","0.54","0.86","0.19","32.75","65.58","17.28","53.77","7.78","38.02","0.06","0.19","0.23","9.39","49.13","2.91","34.4","0.47","10.23","68.56","","","0","0","","",""
"T. Fornah","England 4.","Salford City","LCMF","26","500000","2028-06-30","40","3849","1","2.43","3","3.08","England","right","185","no","5.94","4.58","58.16","2.43","38.46","0.16","4.86","0.02","0.06","0","46","1.08","17.39","2.174","1.45","40.32","3.46","54.73","10.66","34.43","0.68","2.55","0.82","32.48","79.41","10.94","63.03","3.48","41.61","0.07","0.19","0.37","5.45","60.94","2.27","44.33","0.61","5.21","73.99","","","0","0","","",""
"J. Jellis","England 4.","Walsall","RCMF, LCMF","25","0","2026-06-30","46","3816","6","5.6","1","4.27","England","","0","no","7.38","6.11","55.21","4.17","35.59","0.14","4.87","0.12","0.13","0","69","1.63","30.43","8.696","1.39","22.03","1.56","54.55","6.18","36.64","1.84","0.94","0.21","30.07","71.22","12","58.35","3.56","44.37","0.1","0.19","0.12","5.61","55.46","1.58","41.79","0.5","5.52","71.79","","","0","0","","",""
"Brad Halliday","England 4.","Bradford City","RWB, RB","30","400000","2028-05-31","43","3816","2","1.8","1","3.26","England","right","180","no","10.59","8.77","69.09","4.67","45.45","0.09","6.02","0.05","0.04","0","21","0.5","33.33","9.524","2.12","33.33","1.08","60.87","4.62","45.92","0.94","1.82","0.33","37.43","71.9","15.78","59.94","6.58","44.44","0.08","0.07","0.24","6.75","56.29","2.05","45.98","0.45","8.63","68.31","","","0","0","","",""
"R. Johnson","England 4.","AFC Wimbledon","LCB","29","250000","2027-06-30","43","3810","0","2.63","1","1.09","England","left","188","no","9.43","4.8","65.02","8.27","63.71","0.52","8.98","0","0.06","0","24","0.57","12.5","0","0.99","47.62","0.24","50","1.56","40.91","0.83","0.66","0.07","39.57","74.45","21.09","62.26","9.02","46.6","0.03","0.07","0.07","7.54","53.29","1.54","36.92","0.4","10.44","68.1","","","0","0","","",""
"C. McJannett","England 4.","Grimsby Town","LCB","27","175000","2027-06-30","41","3807","2","2.61","0","0.4","England","left","173","no","9.57","5.67","74.58","8.25","58.74","0.73","8","0.05","0.06","0.02","15","0.35","46.67","13.333","0.35","33.33","0.45","52.63","1.91","55.56","0.71","0.52","0.05","38.79","78.12","19.46","66.22","8.32","46.31","0.01","0.02","0.07","5.32","48.89","0.78","33.33","0.14","8.61","56.32","","","0","0","","",""
"M. Egbo","England 4.","Colchester United","RB","28","200000","2026-06-30","45","3807","1","1.41","1","2.71","England","right","180","no","7.04","5.01","62.26","2.93","50","0.28","5.84","0.02","0.03","0","25","0.59","32","4","1.68","26.76","1.49","63.49","4.63","44.9","0.87","1.47","0.35","33.19","75.36","13.92","61.63","5.08","44.65","0.06","0.14","0.17","4.92","59.13","2.22","45.74","0.71","7.47","65.19","","","0","0","","",""
"B. Morris","England 4.","Harrogate Town","RCMF, LDMF, RDMF","29","300000","2026-06-30","41","3801","3","4.09","2","2.62","England","right","182","no","9.9","6.06","69.14","3.86","56.44","0.31","7.31","0.05","0.1","0","55","1.3","29.09","5.455","0.64","37.04","1.07","55.56","4.45","37.23","0.47","0.57","0.09","43.61","76.17","18.68","63.24","7.25","48.37","0.06","0.07","0.19","9.47","62.25","1.92","41.98","0.47","9.12","69.87","","","0","0","","",""
"M. Stevens","England 4.","AFC Wimbledon","CF, RWF","28","175000","2027-06-30","49","3783","17","18.43","2","1.09","England","right","180","no","4.38","3.74","60.51","9.11","26.63","0.17","2.96","0.33","0.44","0.12","80","1.9","46.25","21.25","0.17","42.86","0.81","52.94","7.52","25","2.9","0.38","0.12","12.13","70","3.5","55.1","0.74","32.26","0.03","0.02","0.17","1.45","49.18","0.52","45.45","0.45","1.19","48","","","0","0","","",""
"B. Kamwa","England 4.","Newport County","LWF, LAMF, LW","26","0","2026-06-30","43","3771","8","9.09","6","6.42","Cameroon","right","183","no","3.37","3.34","58.57","1.72","9.72","0.02","1.95","0.19","0.22","0.02","71","1.69","35.21","11.268","2.34","35.71","5.61","51.06","13.53","34.04","2.22","3.15","0.5","18.66","74.04","4.25","63.48","1.05","43.18","0.15","0.17","0.45","1.34","66.07","2.55","50.47","0.84","3.6","72.19","","","0","0","","",""
"J. Tilley","England 4.","AFC Wimbledon","LWB","27","350000","2026-05-31","44","3767","4","3.06","7","8.96","England","left","173","yes","7.98","7.1","60.94","3.54","54.73","0.14","4.78","0.1","0.07","0.02","63","1.51","34.92","6.349","3.97","29.52","4.13","58.38","7.33","44.95","1.72","1.67","0.19","29.08","70.09","9.75","57.6","3.97","43.37","0.21","0.02","0.48","4.01","58.93","3.2","35.82","0.22","6","72.51","","","0","0","","",""
"L. O'Connor","England 4.","Tranmere Rovers","RCB, RB, RCMF","25","300000","2027-06-30","42","3749","0","0.25","1","0.45","Republic of Ireland","right","178","no","9.67","6.6","68","2.95","47.97","0.41","5.96","0","0.01","0","9","0.22","22.22","0","1.08","26.67","0.24","60","1.61","52.24","0.19","0.74","0.07","35.46","75.63","16.61","63.58","6.41","53.56","0.01","0","0.07","6.84","59.3","1.63","41.18","0.29","8.45","68.75","","","0","0","","",""
"R. Gotts","England 4.","Barrow","LCMF, RDMF","26","250000","2027-06-30","41","3748","3","2.81","2","4.96","England","right","177","no","8.74","6.1","61.81","2.04","45.88","0.17","5.92","0.07","0.07","0","24","0.58","25","12.5","1.22","43.14","1.01","47.62","4.32","47.78","0.74","0.79","0.22","32.85","78.44","11.69","61.19","3.7","38.96","0.12","0.07","0.12","4.9","65.69","1.95","43.21","0.38","5.23","68.35","","","0","0","","",""
